areas, ws, hs
cxs[i],cys[i],object_areas[i],ws[i],hs[i],framenr[i]
493.84213172448466,273.1603821015585,331.5,19.0,28.0,1526.0
492.19717599596567,273.2541603630862,330.5,20.0,29.0,1527.0
490.6045454545455,273.2055555555555,330.0,19.0,29.0,1528.0
488.78928928928923,273.3013013013013,333.0,19.0,29.0,1529.0
486.882183908046,273.49760536398463,348.0,21.0,28.0,1530.0
484.875816993464,273.9444444444444,357.0,21.0,29.0,1531.0
483.3015873015873,274.04295051353876,357.0,21.0,29.0,1532.0
481.3540515653775,274.2578268876611,362.0,20.0,29.0,1533.0
479.31590705987486,273.9633601429848,373.0,21.0,29.0,1534.0
477.7399366802352,274.28177295341476,368.5,20.0,30.0,1535.0
476.0566622399291,274.4205400619743,376.5,21.0,30.0,1536.0
474.2829861111111,274.70269097222223,384.0,21.0,31.0,1537.0
473.1166016471608,275.28218465539663,384.5,21.0,31.0,1538.0
471.39933993399336,275.1266501650165,404.0,24.0,31.0,1539.0
469.6069428891377,275.09331840238895,446.5,24.0,32.0,1540.0
468.089594356261,274.75731922398586,472.5,25.0,33.0,1541.0
466.7930191972077,274.16614310645724,477.5,25.0,33.0,1542.0
465.46865364850976,274.30284343953406,486.5,25.0,34.0,1543.0
463.6229773462783,273.988996763754,515.0,26.0,34.0,1544.0
462.30317460317457,274.07587301587296,525.0,26.0,34.0,1545.0
461.1237468671679,274.13345864661653,532.0,25.0,34.0,1546.0
459.7232645403377,274.15384615384613,533.0,26.0,34.0,1547.0
456.33247790134016,274.35414884516683,584.5,39.0,34.0,1548.0
453.3254156769596,274.11718131433094,631.5,42.0,35.0,1549.0
450.58122133719525,274.1940622737147,690.5,43.0,33.0,1550.0
447.93924805135254,274.3464007336084,727.0,44.0,35.0,1551.0
446.1038961038961,274.8628389154705,731.5,45.0,34.0,1552.0
444.5700251313685,275.15101667809,729.5,45.0,34.0,1553.0
442.4322625698324,275.5558659217877,716.0,45.0,33.0,1554.0
440.8671445639187,275.72019115890083,697.5,44.0,32.0,1555.0
438.80469341408025,275.7216754983598,660.5,44.0,32.0,1556.0
437.4067085953878,275.90303983228506,636.0,43.0,32.0,1557.0
436.0021130480718,275.96671949286844,631.0,44.0,32.0,1558.0
434.6872427983539,276.0203017832647,607.5,43.0,32.0,1559.0
433.7003311258278,275.5808498896247,604.0,41.0,32.0,1560.0
432.5519955030916,275.60989319842605,593.0,41.0,31.0,1561.0
